workbook,worksheet,column_index,column_name,stored_value_types,nonempty_data_cells,unit_or_interpretation
data/Supplementary_Data.xlsx,Source_Small_Sample,1,Specimen ID,int,34,identifier
data/Supplementary_Data.xlsx,Source_Small_Sample,2,Al (%),float,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,3,Co (%),int,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,4,Cr (%),float,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,5,W (%),int,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,6,Ta (%),float,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,7,Re (%),int,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,8,Mo (%),int,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,9,Ti (%),float,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,10,Ni (%),float,34,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample,11,Orientation,str,34,crystallographic label
data/Supplementary_Data.xlsx,Source_Small_Sample,12,Temperature (C),int,34,deg C
data/Supplementary_Data.xlsx,Source_Small_Sample,13,Max Stress (MPa),int,34,MPa
data/Supplementary_Data.xlsx,Source_Small_Sample,14,Stress Ratio,float/int,34,dimensionless
data/Supplementary_Data.xlsx,Source_Small_Sample,15,Rafting time (h),int,34,h
data/Supplementary_Data.xlsx,Source_Small_Sample,16,log10_Nf,float,34,log10(cycles)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,1,Specimen ID,int,28,identifier
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,2,Al (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,3,Co (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,4,Cr (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,5,W (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,6,Ta (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,7,Re (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,8,Mo (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,9,Ti (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,10,Ni (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,11,Orientation,str,28,crystallographic label
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,12,Temperature (C),int,28,deg C
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,13,Max Stress (MPa),int,28,MPa
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,14,Stress Ratio,float/int,28,dimensionless
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,15,Mutation Point,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,16,D_early,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,17,Delta_p,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,18,gamma_prime_volume_fraction_pct,float/int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,19,average_gamma_prime_edge_length_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,20,average_gamma_channel_width_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_Raw_AE,21,log10_Nf,float,28,log10(cycles)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,1,Specimen ID,int,28,identifier
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,2,Al (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,3,Co (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,4,Cr (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,5,W (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,6,Ta (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,7,Re (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,8,Mo (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,9,Ti (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,10,Ni (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,11,Orientation,str,28,crystallographic label
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,12,Temperature (C),int,28,deg C
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,13,Max Stress (MPa),int,28,MPa
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,14,Stress Ratio,float/int,28,dimensionless
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,15,Mutation Point,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,16,D_early,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,17,Delta_p,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,18,gamma_prime_volume_fraction_pct,float/int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,19,average_gamma_prime_edge_length_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,20,average_gamma_channel_width_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_84.8%_AE,21,log10_Nf,float,28,log10(cycles)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,1,Specimen ID,int,28,identifier
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,2,Al (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,3,Co (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,4,Cr (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,5,W (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,6,Ta (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,7,Re (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,8,Mo (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,9,Ti (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,10,Ni (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,11,Orientation,str,28,crystallographic label
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,12,Temperature (C),int,28,deg C
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,13,Max Stress (MPa),int,28,MPa
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,14,Stress Ratio,float/int,28,dimensionless
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,15,Mutation Point,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,16,D_early,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,17,Delta_p,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,18,gamma_prime_volume_fraction_pct,float/int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,19,average_gamma_prime_edge_length_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,20,average_gamma_channel_width_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_91.2%_AE,21,log10_Nf,float,28,log10(cycles)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,1,Specimen ID,int,28,identifier
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,2,Al (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,3,Co (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,4,Cr (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,5,W (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,6,Ta (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,7,Re (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,8,Mo (%),int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,9,Ti (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,10,Ni (%),float,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,11,Orientation,str,28,crystallographic label
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,12,Temperature (C),int,28,deg C
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,13,Max Stress (MPa),int,28,MPa
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,14,Stress Ratio,float/int,28,dimensionless
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,15,Mutation Point,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,16,D_early,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,17,Delta_p,float,28,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,18,gamma_prime_volume_fraction_pct,float/int,28,% (as supplied)
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,19,average_gamma_prime_edge_length_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,20,average_gamma_channel_width_um,float,28,micrometre
data/Supplementary_Data.xlsx,Source_Small_Sample_97.7%_AE,21,log10_Nf,float,28,log10(cycles)
data/Supplementary_Data.xlsx,Pre_raft,1,Specimen ID,int,6,identifier
data/Supplementary_Data.xlsx,Pre_raft,2,Al (%),float,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,3,Co (%),int,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,4,Cr (%),float,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,5,W (%),int,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,6,Ta (%),float,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,7,Re (%),int,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,8,Mo (%),int,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,9,Ti (%),float,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,10,Ni (%),float,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,11,Orientation,str,6,crystallographic label
data/Supplementary_Data.xlsx,Pre_raft,12,Temperature (C),int,6,deg C
data/Supplementary_Data.xlsx,Pre_raft,13,Max Stress (MPa),int,6,MPa
data/Supplementary_Data.xlsx,Pre_raft,14,Stress Ratio,float,6,dimensionless
data/Supplementary_Data.xlsx,Pre_raft,15,Mutation Point,float,6,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Pre_raft,16,D_early,float,6,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Pre_raft,17,Delta_p,float,6,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Pre_raft,18,gamma_prime_volume_fraction_pct,float/int,6,% (as supplied)
data/Supplementary_Data.xlsx,Pre_raft,19,average_gamma_prime_edge_length_um,float,6,micrometre
data/Supplementary_Data.xlsx,Pre_raft,20,average_gamma_channel_width_um,float,6,micrometre
data/Supplementary_Data.xlsx,Pre_raft,21,Rafting time (h),int,6,h
data/Supplementary_Data.xlsx,Pre_raft,22,log10_Nf,float,6,log10(cycles)
data/Supplementary_Data.xlsx,Literature_Large_Sample,1,temperature_C,int,171,deg C
data/Supplementary_Data.xlsx,Literature_Large_Sample,2,stress_ratio_R,float/int,171,dimensionless
data/Supplementary_Data.xlsx,Literature_Large_Sample,3,sigma_max_MPa,float/int,171,MPa
data/Supplementary_Data.xlsx,Literature_Large_Sample,4,log_frequency_Hz,float/int,171,not specified in supplied header; see data dictionary/code
data/Supplementary_Data.xlsx,Literature_Large_Sample,5,Cr_wt_pct,float/int,171,wt.%
data/Supplementary_Data.xlsx,Literature_Large_Sample,6,Co_wt_pct,float/int,171,wt.%
data/Supplementary_Data.xlsx,Literature_Large_Sample,7,Mo_wt_pct,float/int,171,wt.%
data/Supplementary_Data.xlsx,Literature_Large_Sample,8,W_wt_pct,float/int,171,wt.%
